No,Kode,NamaPerusahaan,papanPencatatan,Sektor,numSelisih,numPenutupan,numGainers,Gainers,numVolume,Volume,numNilai,Nilai,numFreq,Freq
1,AALI,Astra Agro Lestari Tbk.,Utama,Noncyc,-75,8625,-0.86%,gainersRendah,2154300,volumeRendah,18553022500,nilaiSedang nilaiRendah,1487,freqRendah
2,ABBA,Mahaka Media Tbk.,Pengembangan,Cyclic,-1,183,-0.54%,gainersRendah,11412300,volumeRendah,2091509500,nilaiRendah,1071,freqRendah
3,ABDA,Asuransi Bina Dana Arta Tbk.,Pengembangan,Financials,0,6600,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
4,ABMM,ABM Investama Tbk.,Utama,Industrials,-160,3620,-4.23%,gainersRendah,7397700,volumeRendah,26986932000,nilaiSedang nilaiRendah,2480,freqRendah
5,ACES,Ace Hardware Indonesia Tbk.,Utama,Cyclic,10,590,1.72%,gainersRendah,85946300,volumeSedang volumeRendah,49649998500,nilaiSedang nilaiRendah,5358,freqSedang freqRendah
6,ACST,Acset Indonusa Tbk.,Utama,Infrasctructures,-2,177,-1.12%,gainersRendah,3566000,volumeRendah,634988500,nilaiRendah,249,freqRendah
7,ADCP,Adhi Commuter Properti Tbk.,Utama,Properties & Real Estate,1,74,1.37%,gainersRendah,6672100,volumeRendah,488185000,nilaiRendah,574,freqRendah
8,ADES,Akasha Wira International Tbk.,Pengembangan,Noncyc,50,7150,0.70%,gainersRendah,59600,volumeRendah,424350000,nilaiRendah,105,freqRendah
9,ADHI,Adhi Karya (Persero) Tbk.,Utama,Infrasctructures,-5,550,-0.90%,gainersRendah,23983100,volumeSedang volumeRendah,13269832000,nilaiSedang nilaiRendah,1534,freqRendah
10,ADMF,Adira Dinamika Multi Finance Tbk.,Utama,Financials,-25,8675,-0.29%,gainersRendah,134000,volumeRendah,1174500000,nilaiRendah,182,freqRendah
11,ADMG,Polychem Indonesia Tbk,Utama,Basic Materials,0,158,0.00%,gainersRendah,1865300,volumeRendah,296688900,nilaiRendah,226,freqRendah
12,ADMR,Adaro Minerals Indonesia Tbk.,Pengembangan,Energy,20,1765,1.15%,gainersRendah,23303200,volumeSedang volumeRendah,40940604000,nilaiSedang nilaiRendah,4908,freqSedang freqRendah
13,ADRO,Adaro Energy Indonesia Tbk.,Utama,Energy,0,3750,0.00%,gainersRendah,78870300,volumeSedang volumeRendah,294828566000,nilaiTinggi nilaiSedang nilaiRendah,10846,freqSedang freqRendah
14,AGAR,Asia Sejahtera Mina Tbk.,Pengembangan,Noncyc,6,304,2.01%,gainersSedang gainersRendah,8300,volumeRendah,2470400,nilaiRendah,19,freqRendah
15,AGII,Aneka Gas Industri Tbk.,Utama,Basic Materials,-30,1970,-1.50%,gainersRendah,8425500,volumeRendah,16809376500,nilaiSedang nilaiRendah,2100,freqRendah
16,AGRO,Bank Raya Indonesia Tbk.,Utama,Financials,-20,520,-3.70%,gainersRendah,31481600,volumeSedang volumeRendah,16390920500,nilaiSedang nilaiRendah,3174,freqSedang freqRendah
17,AGRS,Bank IBK Indonesia Tbk.,Pengembangan,Financials,0,92,0.00%,gainersRendah,2707100,volumeRendah,250014900,nilaiRendah,185,freqRendah
18,AHAP,Asuransi Harta Aman Pratama Tbk.,Pengembangan,Financials,-3,92,-3.16%,gainersRendah,11671800,volumeRendah,1092397600,nilaiRendah,906,freqRendah
19,AIMS,Akbar Indo Makmur Stimec Tbk,Pengembangan,Energy,6,226,2.73%,gainersSedang gainersRendah,4800,volumeRendah,1071200,nilaiRendah,20,freqRendah
20,AISA,FKS Food Sejahtera Tbk.,Utama,Noncyc,11,181,6.47%,gainersSedang gainersRendah,50352500,volumeSedang volumeRendah,8983752100,nilaiRendah,3777,freqSedang freqRendah
21,AKKU,Anugerah Kagum Karya Utama Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,500,volumeRendah,25000,nilaiRendah,4,freqRendah
22,AKPI,Argha Karya Prima Industry Tbk.,Pengembangan,Basic Materials,-45,1435,-3.04%,gainersRendah,46500,volumeRendah,68261000,nilaiRendah,57,freqRendah
23,AKRA,AKR Corporindo Tbk.,Utama,Energy,-35,1515,-2.26%,gainersRendah,55487800,volumeSedang volumeRendah,83730152000,nilaiSedang nilaiRendah,7961,freqSedang freqRendah
24,AKSI,Mineral Sumberdaya Mandiri Tbk.,Pengembangan,Transportation & Logistic,2,294,0.68%,gainersRendah,215200,volumeRendah,63210000,nilaiRendah,51,freqRendah
25,ALDO,Alkindo Naratama Tbk.,Pengembangan,Basic Materials,15,860,1.78%,gainersRendah,758100,volumeRendah,655769000,nilaiRendah,332,freqRendah
26,ALKA,Alakasa Industrindo Tbk,Pengembangan,Basic Materials,-2,288,-0.69%,gainersRendah,105200,volumeRendah,30298600,nilaiRendah,6,freqRendah
27,ALMI,Alumindo Light Metal Industry Tbk.,Pengembangan,Basic Materials,-6,352,-1.68%,gainersRendah,40800,volumeRendah,14338000,nilaiRendah,67,freqRendah
28,ALTO,Tri Banyan Tirta Tbk.,Utama,Noncyc,-4,156,-2.50%,gainersRendah,99400,volumeRendah,15303500,nilaiRendah,44,freqRendah
29,AMAG,Asuransi Multi Artha Guna Tbk.,Pengembangan,Financials,0,360,0.00%,gainersRendah,36400,volumeRendah,13115400,nilaiRendah,25,freqRendah
30,AMAN,Makmur Berkah Amanda Tbk.,Utama,Properties & Real Estate,5,715,0.70%,gainersRendah,112800,volumeRendah,80135000,nilaiRendah,15,freqRendah
31,AMAR,Bank Amar Indonesia Tbk.,Pengembangan,Financials,-4,306,-1.29%,gainersRendah,13772400,volumeRendah,4202370400,nilaiRendah,6340,freqSedang freqRendah
32,AMFG,Asahimas Flat Glass Tbk.,Utama,Industrials,-75,5900,-1.26%,gainersRendah,140500,volumeRendah,834590000,nilaiRendah,180,freqRendah
33,AMIN,Ateliers Mecaniques D Indonesie Tbk.,Pengembangan,Industrials,2,134,1.52%,gainersRendah,4100,volumeRendah,552200,nilaiRendah,14,freqRendah
34,AMMS,Agung Menjangan Mas Tbk.,Akselerasi,Noncyc,1,49,2.08%,gainersSedang gainersRendah,5782500,volumeRendah,281833000,nilaiRendah,599,freqRendah
35,AMOR,Ashmore Asset Management Indonesia Tbk.,Pengembangan,Financials,10,1065,0.95%,gainersRendah,76400,volumeRendah,81620000,nilaiRendah,66,freqRendah
36,AMRT,Sumber Alfaria Trijaya Tbk.,Utama,Noncyc,0,2630,0.00%,gainersRendah,27904300,volumeSedang volumeRendah,72923403000,nilaiSedang nilaiRendah,7034,freqSedang freqRendah
37,ANDI,Andira Agro Tbk.,Pengembangan,Noncyc,0,50,0.00%,gainersRendah,1100,volumeRendah,55000,nilaiRendah,5,freqRendah
38,ANJT,Austindo Nusantara Jaya Tbk.,Utama,Noncyc,-5,710,-0.70%,gainersRendah,2208100,volumeRendah,1568360000,nilaiRendah,380,freqRendah
39,ANTM,Aneka Tambang Tbk.,Utama,Basic Materials,85,1915,4.64%,gainersSedang gainersRendah,87262700,volumeSedang volumeRendah,162733613000,nilaiTinggi nilaiSedang nilaiRendah,18091,freqTinggi freqSedang freqRendah
40,APEX,Apexindo Pratama Duta Tbk.,Pengembangan,Energy,-10,338,-2.87%,gainersRendah,1320900,volumeRendah,447437200,nilaiRendah,495,freqRendah
41,APIC,Pacific Strategic Financial Tbk.,Pengembangan,Financials,-5,1120,-0.44%,gainersRendah,3805700,volumeRendah,4258602000,nilaiRendah,498,freqRendah
42,APII,Arita Prima Indonesia Tbk.,Pengembangan,Industrials,0,202,0.00%,gainersRendah,1250600,volumeRendah,254114400,nilaiRendah,223,freqRendah
43,APLI,Asiaplast Industries Tbk.,Utama,Basic Materials,-10,192,-4.95%,gainersRendah,2809200,volumeRendah,534780800,nilaiRendah,492,freqRendah
44,APLN,Agung Podomoro Land Tbk.,Utama,Properties & Real Estate,-1,162,-0.61%,gainersRendah,89496300,volumeSedang volumeRendah,14331734700,nilaiSedang nilaiRendah,3791,freqSedang freqRendah
45,ARCI,Archi Indonesia Tbk.,Utama,Basic Materials,2,322,0.63%,gainersRendah,2507700,volumeRendah,798248000,nilaiRendah,258,freqRendah
46,ARGO,Argo Pantes Tbk,Pengembangan,Cyclic,90,1105,8.87%,gainersSedang gainersRendah,700,volumeRendah,715000,nilaiRendah,4,freqRendah
47,ARII,Atlas Resources Tbk.,Pengembangan,Energy,-16,284,-5.33%,gainersRendah,2362800,volumeRendah,680666400,nilaiRendah,429,freqRendah
48,ARKA,Arkha Jayanti Persada Tbk.,Pengembangan,Industrials,0,50,0.00%,gainersRendah,38800,volumeRendah,1940000,nilaiRendah,27,freqRendah
49,ARKO,Arkora Hydro Tbk.,Pengembangan,Infrasctructures,0,625,0.00%,gainersRendah,19542900,volumeRendah,12098760500,nilaiRendah,1149,freqRendah
50,ARMY,Armidian Karyatama Tbk.,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
51,ARNA,Arwana Citramulia Tbk.,Utama,Industrials,-5,905,-0.55%,gainersRendah,1269300,volumeRendah,1154052500,nilaiRendah,412,freqRendah
52,ARTA,Arthavest Tbk,Pengembangan,Cyclic,-30,2310,-1.28%,gainersRendah,12600,volumeRendah,29248000,nilaiRendah,13,freqRendah
53,ARTI,Ratu Prabu Energi Tbk,Pengembangan,Energy,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
54,ARTO,Bank Jago Tbk.,Pengembangan,Financials,-100,4720,-2.07%,gainersRendah,7332100,volumeRendah,34648984000,nilaiSedang nilaiRendah,5859,freqSedang freqRendah
55,ASBI,Asuransi Bintang Tbk.,Pengembangan,Financials,-34,466,-6.80%,gainersRendah,28400,volumeRendah,13291200,nilaiRendah,34,freqRendah
56,ASDM,Asuransi Dayin Mitra Tbk.,Utama,Financials,10,945,1.07%,gainersRendah,500,volumeRendah,470500,nilaiRendah,5,freqRendah
57,ASGR,Astra Graphia Tbk.,Utama,Industrials,5,915,0.55%,gainersRendah,738400,volumeRendah,675271500,nilaiRendah,170,freqRendah
58,ASHA,Cilacap Samudera Fishing Industry Tbk.,Pengembangan,Noncyc,0,142,0.00%,gainersRendah,8634300,volumeRendah,1243930900,nilaiRendah,1448,freqRendah
59,ASII,Astra International Tbk.,Utama,Industrials,50,6425,0.78%,gainersRendah,51904700,volumeSedang volumeRendah,331012885000,nilaiTinggi nilaiSedang nilaiRendah,8912,freqSedang freqRendah
60,ASJT,Asuransi Jasa Tania Tbk.,Utama,Financials,-2,138,-1.43%,gainersRendah,64800,volumeRendah,8908800,nilaiRendah,27,freqRendah
61,ASLC,Autopedia Sukses Lestari Tbk.,Pengembangan,Cyclic,-6,136,-4.23%,gainersRendah,12708700,volumeRendah,1760832200,nilaiRendah,1038,freqRendah
62,ASMI,Asuransi Maximus Graha Persada Tbk.,Utama,Financials,-2,128,-1.54%,gainersRendah,1007000,volumeRendah,130106200,nilaiRendah,47,freqRendah
63,ASPI,Andalan Sakti Primaindo Tbk.,Pengembangan,Properties & Real Estate,-2,92,-2.13%,gainersRendah,2764900,volumeRendah,260671800,nilaiRendah,128,freqRendah
64,ASRI,Alam Sutera Realty Tbk.,Utama,Properties & Real Estate,-4,168,-2.33%,gainersRendah,24202800,volumeSedang volumeRendah,4070544300,nilaiRendah,1498,freqRendah
65,ASRM,Asuransi Ramayana Tbk.,Pengembangan,Financials,0,1655,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
66,ASSA,Adi Sarana Armada Tbk.,Pengembangan,Transportation & Logistic,-15,975,-1.52%,gainersRendah,7276500,volumeRendah,7100031000,nilaiRendah,2340,freqRendah
67,ATAP,Trimitra Prawara Goldland Tbk.,Pengembangan,Properties & Real Estate,-1,95,-1.04%,gainersRendah,5579200,volumeRendah,544632200,nilaiRendah,1196,freqRendah
68,ATIC,Anabatic Technologies Tbk.,Utama,Technology,0,400,0.00%,gainersRendah,46800,volumeRendah,18594200,nilaiRendah,10,freqRendah
69,AUTO,Astra Otoparts Tbk.,Utama,Cyclic,15,1335,1.14%,gainersRendah,5506200,volumeRendah,7334486000,nilaiRendah,954,freqRendah
70,AVIA,Avia Avian Tbk.,Utama,Basic Materials,10,785,1.29%,gainersRendah,16883900,volumeRendah,13037472000,nilaiRendah,597,freqRendah
71,AXIO,Tera Data Indonusa Tbk.,Pengembangan,Technology,0,230,0.00%,gainersRendah,6888800,volumeRendah,1584538400,nilaiRendah,381,freqRendah
72,AYLS,Agro Yasa Lestari Tbk.,Pengembangan,Basic Materials,-6,80,-6.98%,gainersRendah,1364700,volumeRendah,109543700,nilaiRendah,199,freqRendah
73,BABP,Bank MNC Internasional Tbk.,Pengembangan,Financials,-1,103,-0.96%,gainersRendah,16485100,volumeRendah,1698655400,nilaiRendah,782,freqRendah
74,BACA,Bank Capital Indonesia Tbk.,Pengembangan,Financials,1,133,0.76%,gainersRendah,11070600,volumeRendah,1469867500,nilaiRendah,751,freqRendah
75,BAJA,Saranacentral Bajatama Tbk.,Pengembangan,Basic Materials,0,144,0.00%,gainersRendah,156600,volumeRendah,22623000,nilaiRendah,73,freqRendah
76,BALI,Bali Towerindo Sentra Tbk.,Utama,Infrasctructures,25,825,3.13%,gainersSedang gainersRendah,18900,volumeRendah,15306500,nilaiRendah,40,freqRendah
77,BANK,Bank Aladin Syariah Tbk.,Pengembangan,Financials,-30,1410,-2.08%,gainersRendah,40368000,volumeSedang volumeRendah,57334586000,nilaiSedang nilaiRendah,2704,freqSedang freqRendah
78,BAPA,Bekasi Asri Pemula Tbk.,Utama,Properties & Real Estate,-5,129,-3.73%,gainersRendah,10522100,volumeRendah,1368783800,nilaiRendah,1382,freqRendah
79,BAPI,Bhakti Agung Propertindo Tbk.,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,5200,volumeRendah,260000,nilaiRendah,3,freqRendah
80,BATA,Sepatu Bata Tbk.,Utama,Cyclic,16,484,3.42%,gainersSedang gainersRendah,1300,volumeRendah,635600,nilaiRendah,5,freqRendah
81,BAUT,Mitra Angkasa Sejahtera Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,669700,volumeRendah,33485000,nilaiRendah,54,freqRendah
82,BAYU,Bayu Buana Tbk,Pengembangan,Cyclic,-10,1140,-0.87%,gainersRendah,200,volumeRendah,228000,nilaiRendah,2,freqRendah
83,BBCA,Bank Central Asia Tbk.,Utama,Financials,-25,8775,-0.28%,gainersRendah,69153000,volumeSedang volumeRendah,604463725000,nilaiTinggi nilaiSedang nilaiRendah,14069,freqSedang freqRendah
84,BBHI,Allo Bank Indonesia Tbk.,Pengembangan,Financials,50,2180,2.35%,gainersSedang gainersRendah,1389800,volumeRendah,2947329000,nilaiRendah,811,freqRendah
85,BBKP,Bank KB Bukopin Tbk.,Utama,Financials,0,131,0.00%,gainersRendah,60127500,volumeSedang volumeRendah,7892374400,nilaiRendah,1960,freqRendah
86,BBLD,Buana Finance Tbk.,Pengembangan,Financials,30,610,5.17%,gainersSedang gainersRendah,7300,volumeRendah,4317000,nilaiRendah,28,freqRendah
87,BBMD,Bank Mestika Dharma Tbk.,Utama,Financials,0,2010,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
88,BBNI,Bank Negara Indonesia (Persero) Tbk.,Utama,Financials,-25,9275,-0.27%,gainersRendah,13306200,volumeRendah,123284080000,nilaiSedang nilaiRendah,4860,freqSedang freqRendah
89,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,Utama,Financials,0,4650,0.00%,gainersRendah,73008300,volumeSedang volumeRendah,338212737000,nilaiTinggi nilaiSedang nilaiRendah,8948,freqSedang freqRendah
90,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,Utama,Energy,0,52,0.00%,gainersRendah,1096000,volumeRendah,58071000,nilaiRendah,48,freqRendah
91,BBSI,Krom Bank Indonesia Tbk.,Pengembangan,Financials,-150,4220,-3.43%,gainersRendah,8600,volumeRendah,37230000,nilaiRendah,11,freqRendah
92,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,Pengembangan,Properties & Real Estate,0,69,0.00%,gainersRendah,4322900,volumeRendah,298904000,nilaiRendah,123,freqRendah
93,BBTN,Bank Tabungan Negara (Persero) Tbk.,Utama,Financials,10,1535,0.66%,gainersRendah,6701400,volumeRendah,10181154000,nilaiRendah,1817,freqRendah
94,BBYB,Bank Neo Commerce Tbk.,Utama,Financials,5,830,0.61%,gainersRendah,11513800,volumeRendah,9502651500,nilaiRendah,1979,freqRendah
95,BCAP,MNC Kapital Indonesia Tbk.,Utama,Financials,0,102,0.00%,gainersRendah,20971000,volumeRendah,2148303800,nilaiRendah,872,freqRendah
96,BCIC,Bank JTrust Indonesia Tbk.,Pengembangan,Financials,-2,134,-1.47%,gainersRendah,917400,volumeRendah,125384300,nilaiRendah,187,freqRendah
97,BCIP,Bumi Citra Permai Tbk.,Pengembangan,Properties & Real Estate,0,62,0.00%,gainersRendah,4241800,volumeRendah,267101100,nilaiRendah,172,freqRendah
98,BDMN,Bank Danamon Indonesia Tbk.,Utama,Financials,-90,3050,-2.87%,gainersRendah,15326500,volumeRendah,47089023000,nilaiSedang nilaiRendah,6413,freqSedang freqRendah
99,BEBS,Berkah Beton Sadaya Tbk.,Pengembangan,Basic Materials,-200,4100,-4.65%,gainersRendah,17740700,volumeRendah,73536444000,nilaiSedang nilaiRendah,1247,freqRendah
100,BEEF,Estika Tata Tiara Tbk.,Pengembangan,Noncyc,1,58,1.75%,gainersRendah,552500,volumeRendah,31589900,nilaiRendah,86,freqRendah
101,BEKS,Bank Pembangunan Daerah Banten Tbk.,Pengembangan,Financials,0,50,0.00%,gainersRendah,37800,volumeRendah,1890000,nilaiRendah,34,freqRendah
102,BELL,Trisula Textile Industries Tbk.,Pengembangan,Cyclic,-5,130,-3.70%,gainersRendah,64080800,volumeSedang volumeRendah,8561177700,nilaiRendah,5473,freqSedang freqRendah
103,BESS,Batulicin Nusantara Maritim Tbk.,Pengembangan,Energy,-4,200,-1.96%,gainersRendah,476700,volumeRendah,96880200,nilaiRendah,207,freqRendah
104,BEST,Bekasi Fajar Industrial Estate Tbk.,Utama,Properties & Real Estate,-2,133,-1.48%,gainersRendah,29793800,volumeSedang volumeRendah,3972800000,nilaiRendah,2117,freqRendah
105,BFIN,BFI Finance  Indonesia Tbk.,Utama,Financials,-20,1090,-1.80%,gainersRendah,9888200,volumeRendah,10841343000,nilaiRendah,1944,freqRendah
106,BGTG,Bank Ganesha Tbk.,Pengembangan,Financials,1,100,1.01%,gainersRendah,6463300,volumeRendah,643290400,nilaiRendah,543,freqRendah
107,BHAT,Bhakti Multi Artha Tbk.,Pengembangan,Financials,0,890,0.00%,gainersRendah,131943500,volumeSedang volumeRendah,117252588000,nilaiSedang nilaiRendah,1349,freqRendah
108,BHIT,MNC Asia Holding Tbk.,Utama,Industrials,-1,61,-1.61%,gainersRendah,60132900,volumeSedang volumeRendah,3699669200,nilaiRendah,1113,freqRendah
109,BIKA,Binakarya Jaya Abadi Tbk.,Pengembangan,Properties & Real Estate,-3,121,-2.42%,gainersRendah,17000,volumeRendah,2065300,nilaiRendah,13,freqRendah
110,BIKE,Sepeda Bersama Indonesia Tbk.,Pengembangan,Cyclic,0,236,0.00%,gainersRendah,760100,volumeRendah,177902200,nilaiRendah,227,freqRendah
111,BIMA,Primarindo Asia Infrastructure Tbk.,Pengembangan,Cyclic,-14,208,-6.31%,gainersRendah,6043300,volumeRendah,1297426200,nilaiRendah,959,freqRendah
112,BINA,Bank Ina Perdana Tbk.,Utama,Financials,-30,3850,-0.77%,gainersRendah,81700,volumeRendah,314340000,nilaiRendah,53,freqRendah
113,BINO,Perma Plasindo Tbk.,Pengembangan,Industrials,-1,132,-0.75%,gainersRendah,1404100,volumeRendah,185422100,nilaiRendah,314,freqRendah
114,BIPI,Astrindo Nusantara Infrastruktur Tbk.,Pengembangan,Energy,2,133,1.53%,gainersRendah,991874600,volumeTinggi volumeSedang volumeRendah,131781145600,nilaiSedang nilaiRendah,6035,freqSedang freqRendah
115,BIPP,Bhuwanatala Indah Permai Tbk.,Pengembangan,Properties & Real Estate,0,50,0.00%,gainersRendah,487900,volumeRendah,24409800,nilaiRendah,31,freqRendah
116,BIRD,Blue Bird Tbk.,Utama,Transportation & Logistic,80,1645,5.11%,gainersSedang gainersRendah,8683600,volumeRendah,13948530000,nilaiSedang nilaiRendah,2306,freqRendah
117,BISI,BISI International Tbk.,Utama,Noncyc,35,1600,2.24%,gainersSedang gainersRendah,1140400,volumeRendah,1786390000,nilaiRendah,251,freqRendah
118,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.,Utama,Financials,-5,1385,-0.36%,gainersRendah,2267000,volumeRendah,3138369500,nilaiRendah,945,freqRendah
119,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,Utama,Financials,0,700,0.00%,gainersRendah,2285800,volumeRendah,1603920000,nilaiRendah,728,freqRendah
120,BKDP,Bukit Darmo Property Tbk,Pengembangan,Properties & Real Estate,-2,90,-2.17%,gainersRendah,2656900,volumeRendah,237276100,nilaiRendah,552,freqRendah
121,BKSL,Sentul City Tbk.,Utama,Properties & Real Estate,1,51,2.00%,gainersSedang gainersRendah,25179700,volumeSedang volumeRendah,1261335100,nilaiRendah,401,freqRendah
122,BKSW,Bank QNB Indonesia Tbk.,Pengembangan,Financials,1,104,0.97%,gainersRendah,718500,volumeRendah,74366800,nilaiRendah,89,freqRendah
123,BLTA,Berlian Laju Tanker Tbk,Utama,Transportation & Logistic,0,50,0.00%,gainersRendah,2700,volumeRendah,135000,nilaiRendah,5,freqRendah
124,BLTZ,Graha Layar Prima Tbk.,Pengembangan,Cyclic,0,2150,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
125,BLUE,Berkah Prima Perkasa Tbk.,Pengembangan,Industrials,-4,294,-1.34%,gainersRendah,169900,volumeRendah,50411400,nilaiRendah,80,freqRendah
126,BMAS,Bank Maspion Indonesia Tbk.,Pengembangan,Financials,25,1305,1.95%,gainersRendah,5600,volumeRendah,7239000,nilaiRendah,17,freqRendah
127,BMHS,Bundamedik Tbk.,Utama,Healthcare,-4,460,-0.86%,gainersRendah,2274900,volumeRendah,1044190000,nilaiRendah,1072,freqRendah
128,BMRI,Bank Mandiri (Persero) Tbk.,Utama,Financials,-25,10150,-0.25%,gainersRendah,30745000,volumeSedang volumeRendah,309562462500,nilaiTinggi nilaiSedang nilaiRendah,7434,freqSedang freqRendah
129,BMSR,Bintang Mitra Semestaraya Tbk,Utama,Basic Materials,-55,775,-6.63%,gainersRendah,1049900,volumeRendah,831036500,nilaiRendah,254,freqRendah
130,BMTR,Global Mediacom Tbk.,Utama,Industrials,-12,302,-3.82%,gainersRendah,89083700,volumeSedang volumeRendah,27067808200,nilaiSedang nilaiRendah,3621,freqSedang freqRendah
131,BNBA,Bank Bumi Arta Tbk.,Utama,Financials,10,1490,0.68%,gainersRendah,294700,volumeRendah,434056000,nilaiRendah,102,freqRendah
132,BNBR,Bakrie & Brothers Tbk,Pengembangan,Industrials,-2,68,-2.86%,gainersRendah,284095700,volumeSedang volumeRendah,19648942500,nilaiSedang nilaiRendah,3899,freqSedang freqRendah
133,BNGA,Bank CIMB Niaga Tbk.,Utama,Financials,0,1135,0.00%,gainersRendah,3993700,volumeRendah,4534189500,nilaiRendah,672,freqRendah
134,BNII,Bank Maybank Indonesia Tbk.,Utama,Financials,-2,246,-0.81%,gainersRendah,542400,volumeRendah,133306800,nilaiRendah,329,freqRendah
135,BNLI,Bank Permata Tbk.,Utama,Financials,-35,1180,-2.88%,gainersRendah,284100,volumeRendah,330660500,nilaiRendah,203,freqRendah
136,BOBA,Formosa Ingredient Factory Tbk.,Pengembangan,Noncyc,2,193,1.05%,gainersRendah,50100,volumeRendah,9543700,nilaiRendah,41,freqRendah
137,BOGA,Bintang Oto Global Tbk.,Pengembangan,Cyclic,-5,1360,-0.37%,gainersRendah,92044500,volumeSedang volumeRendah,124991599500,nilaiSedang nilaiRendah,939,freqRendah
138,BOLA,Bali Bintang Sejahtera Tbk.,Pengembangan,Cyclic,-4,250,-1.57%,gainersRendah,721600,volumeRendah,178640800,nilaiRendah,260,freqRendah
139,BOLT,Garuda Metalindo Tbk.,Pengembangan,Cyclic,-5,705,-0.70%,gainersRendah,5700,volumeRendah,3990500,nilaiRendah,7,freqRendah
140,BOSS,Borneo Olah Sarana Sukses Tbk.,Pengembangan,Energy,1,62,1.64%,gainersRendah,9817100,volumeRendah,599019000,nilaiRendah,504,freqRendah
141,BPFI,Woori Finance Indonesia Tbk.,Pengembangan,Financials,0,650,0.00%,gainersRendah,2200,volumeRendah,1420000,nilaiRendah,4,freqRendah
142,BPII,Batavia Prosperindo Internasional Tbk.,Pengembangan,Financials,0,10800,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
143,BPTR,Batavia Prosperindo Trans Tbk.,Utama,Transportation & Logistic,-18,242,-6.92%,gainersRendah,5946400,volumeRendah,1472184000,nilaiRendah,1023,freqRendah
144,BRAM,Indo Kordsa Tbk.,Utama,Cyclic,-75,8400,-0.88%,gainersRendah,2600,volumeRendah,21505000,nilaiRendah,9,freqRendah
145,BRIS,Bank Syariah Indonesia Tbk.,Utama,Financials,5,1395,0.36%,gainersRendah,8192600,volumeRendah,11368724500,nilaiRendah,2434,freqRendah
146,BRMS,Bumi Resources Minerals Tbk.,Pengembangan,Basic Materials,0,173,0.00%,gainersRendah,351438200,volumeTinggi volumeSedang volumeRendah,59517931600,nilaiSedang nilaiRendah,7734,freqSedang freqRendah
147,BRNA,Berlina Tbk.,Pengembangan,Basic Materials,0,1225,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
148,BRPT,Barito Pacific Tbk.,Utama,Basic Materials,-5,820,-0.61%,gainersRendah,109959100,volumeSedang volumeRendah,89145962000,nilaiSedang nilaiRendah,8818,freqSedang freqRendah
149,BSDE,Bumi Serpong Damai Tbk.,Utama,Properties & Real Estate,-5,915,-0.54%,gainersRendah,7798600,volumeRendah,7118718000,nilaiRendah,956,freqRendah
150,BSIM,Bank Sinarmas Tbk.,Utama,Financials,15,650,2.36%,gainersSedang gainersRendah,599100,volumeRendah,407089500,nilaiRendah,285,freqRendah
151,BSML,Bintang Samudera Mandiri Lines Tbk.,Pengembangan,Energy,-5,595,-0.83%,gainersRendah,3185100,volumeRendah,1941460000,nilaiRendah,946,freqRendah
152,BSSR,Baramulti Suksessarana Tbk.,Pengembangan,Energy,-40,4140,-0.96%,gainersRendah,5593300,volumeRendah,22554894000,nilaiSedang nilaiRendah,3163,freqSedang freqRendah
153,BSWD,Bank Of India Indonesia Tbk.,Pengembangan,Financials,0,1375,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
154,BTEK,Bumi Teknokultura Unggul Tbk,Pengembangan,Noncyc,0,50,0.00%,gainersRendah,100,volumeRendah,5000,nilaiRendah,1,freqRendah
155,BTEL,Bakrie Telecom Tbk.,Pengembangan,Infrasctructures,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
156,BTON,Betonjaya Manunggal Tbk.,Pengembangan,Basic Materials,-12,424,-2.75%,gainersRendah,22600,volumeRendah,9536800,nilaiRendah,19,freqRendah
157,BTPN,Bank BTPN Tbk.,Utama,Financials,-150,2670,-5.32%,gainersRendah,224800,volumeRendah,613418000,nilaiRendah,194,freqRendah
158,BTPS,Bank BTPN Syariah Tbk.,Utama,Financials,-80,3230,-2.42%,gainersRendah,6908200,volumeRendah,22702450000,nilaiSedang nilaiRendah,3739,freqSedang freqRendah
